日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-12-15,873132,4.63,4.63,4.63,4.63,2,806.0,0.0,-47.39,-4.17,0.0
2021-12-16,873132,6.12,6.12,6.12,6.12,1,552.0,0.0,32.18,1.49,0.0
2021-12-17,873132,6.6,6.6,6.6,6.6,1,600.0,0.0,7.84,0.48,0.0
2021-12-21,873132,7.59,7.59,7.59,7.59,3,2097.0,0.0,15.0,0.99,0.0
2021-12-24,873132,6.6,6.6,6.6,6.6,2,1200.0,0.0,-13.04,-0.99,0.0
2021-12-28,873132,6.6,6.6,6.6,6.6,2,1200.0,0.0,0.0,0.0,0.0
2021-12-29,873132,6.77,6.77,6.77,6.77,1,617.0,0.0,2.58,0.17,0.0
2021-12-30,873132,6.79,6.79,6.79,6.79,1,619.0,0.0,0.3,0.02,0.0
2021-12-31,873132,6.79,6.79,6.79,6.79,1,619.0,0.0,0.0,0.0,0.0
2022-01-19,873132,6.4,6.4,6.4,6.4,3,1740.0,0.0,-5.74,-0.39,0.0
2022-01-24,873132,6.2,6.2,6.2,6.2,1,560.0,0.0,-3.13,-0.2,0.0
2022-01-25,873132,6.2,6.2,6.2,6.2,1,560.0,0.0,0.0,0.0,0.0
2022-02-14,873132,7.26,7.26,7.26,7.26,6,3996.0,0.0,17.1,1.06,0.0
2022-03-08,873132,7.4,7.4,7.4,7.4,5,3400.0,0.0,1.93,0.14,0.0
2022-03-14,873132,7.4,7.4,7.4,7.4,6,4080.0,0.0,0.0,0.0,0.0
2022-03-17,873132,7.4,7.4,7.4,7.4,2,1360.0,0.0,0.0,0.0,0.0
2022-07-01,873132,7.21,7.21,7.21,7.21,1,300.0,0.0,-2.57,-0.19,0.0
2022-08-31,873132,13.55,13.55,13.55,13.55,4,2538.0,0.0,87.93,6.34,0.0
2023-04-06,873132,16.84,16.84,16.84,16.84,4,3196.8,0.0,24.28,3.29,0.0
2023-11-16,873132,49.17,32.68,52.59,31.8,104458,229314186.29,122.15,92.01,15.66,91.61
2023-11-17,873132,32.68,29.73,34.12,29.28,67871,111115155.64,14.81,-9.03,-2.95,59.52
2023-11-20,873132,28.72,28.99,29.93,27.91,46847,71486933.37,6.79,-2.49,-0.74,41.08
2023-11-21,873132,28.38,32.14,37.18,28.38,76684,132979946.9,30.36,10.87,3.15,67.25
2023-11-22,873132,30.29,35.56,36.28,29.82,76083,133333488.79,20.1,10.64,3.42,66.72
2023-11-23,873132,34.84,31.53,37.18,31.17,63183,114006938.6,16.9,-11.33,-4.03,55.41
2023-11-24,873132,30.16,32.83,34.05,30.09,55588,95544676.98,12.56,4.12,1.3,48.75
2023-11-27,873132,33.37,37.38,38.08,32.79,78282,148475916.03,16.11,13.86,4.55,68.65
2023-11-28,873132,35.2,38.82,42.73,34.5,69436,142165055.05,22.02,3.85,1.44,60.89
2023-11-29,873132,38.08,40.06,42.64,36.28,64303,134840488.22,16.38,3.19,1.24,56.39
2023-11-30,873132,38.41,37.18,42.91,36.73,51316,110594817.83,15.43,-7.19,-2.88,45.0
2023-12-01,873132,37.18,30.7,37.26,30.02,50214,88710742.61,19.47,-17.43,-6.48,44.04
