日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-09-13,301205,54.99,49.51,58.0,49.46,92116,491656458.0,21.15,22.64,9.14,51.12
2022-09-14,301205,45.96,50.94,52.7,45.8,68181,335739745.0,13.94,2.89,1.43,37.84
2022-09-15,301205,50.0,49.5,52.33,48.18,59156,294554474.0,8.15,-2.83,-1.44,32.83
2022-09-16,301205,48.0,46.28,49.46,46.23,44840,213250103.0,6.53,-6.51,-3.22,24.88
2022-09-19,301205,46.32,46.85,48.5,44.5,42199,197526359.0,8.64,1.23,0.57,23.42
2022-09-20,301205,46.3,45.52,47.99,45.32,39027,181684024.0,5.7,-2.84,-1.33,21.66
2022-09-21,301205,44.87,44.95,45.75,43.61,30023,134250805.0,4.7,-1.25,-0.57,16.66
2022-09-22,301205,44.85,45.12,45.77,44.5,23315,105411326.0,2.83,0.38,0.17,12.94
2022-09-23,301205,45.16,44.77,46.45,44.69,31648,144257550.0,3.9,-0.78,-0.35,17.56
2022-09-26,301205,43.91,41.8,43.99,41.13,39296,167724226.0,6.39,-6.63,-2.97,21.81
2022-09-27,301205,42.01,42.89,43.26,41.95,23982,102337084.0,3.13,2.61,1.09,13.31
2022-09-28,301205,42.38,40.69,43.3,40.69,21625,90387584.0,6.09,-5.13,-2.2,12.0
2022-09-29,301205,41.12,39.81,41.64,39.79,19229,78320085.0,4.55,-2.16,-0.88,10.67
2022-09-30,301205,40.04,38.46,40.25,38.44,16488,64816796.0,4.55,-3.39,-1.35,9.15
2022-10-10,301205,38.54,37.65,38.96,37.11,13817,52409764.0,4.81,-2.11,-0.81,7.67
2022-10-11,301205,37.99,38.66,39.38,37.99,14587,56247270.0,3.69,2.68,1.01,8.09
2022-10-12,301205,38.32,40.68,40.79,38.3,25310,101609027.0,6.44,5.23,2.02,14.05
2022-10-13,301205,41.01,41.15,41.76,40.3,23058,94826390.0,3.59,1.16,0.47,12.8
2022-10-14,301205,41.23,41.34,41.74,40.65,17199,70835500.0,2.65,0.46,0.19,9.54
2022-10-17,301205,41.05,42.49,42.5,40.86,17435,72924958.0,3.97,2.78,1.15,9.68
2022-10-18,301205,42.86,41.59,42.88,41.4,17980,75191992.0,3.48,-2.12,-0.9,9.98
2022-10-19,301205,41.8,41.59,42.19,40.88,16913,70145225.0,3.15,0.0,0.0,9.39
2022-10-20,301205,41.1,41.83,42.81,41.04,18600,78298505.0,4.26,0.58,0.24,10.32
2022-10-21,301205,41.6,42.61,42.61,40.63,17896,74569872.0,4.73,1.86,0.78,9.93
2022-10-24,301205,42.0,41.98,42.77,41.4,19620,82512287.0,3.22,-1.48,-0.63,10.89
2022-10-25,301205,41.81,40.99,42.11,40.36,14644,60070757.0,4.17,-2.36,-0.99,8.13
2022-10-26,301205,41.12,41.49,42.28,41.05,17629,73524328.0,3.0,1.22,0.5,9.78
2022-10-27,301205,41.6,43.0,44.19,41.51,32519,139909061.0,6.46,3.64,1.51,18.05
2022-10-28,301205,42.75,39.88,43.45,39.68,29132,120710832.0,8.77,-7.26,-3.12,16.17
2022-10-31,301205,39.2,40.99,41.35,39.2,14742,60085569.0,5.39,2.78,1.11,8.18
2022-11-01,301205,41.19,41.91,42.03,41.11,17102,71239985.0,2.24,2.24,0.92,9.49
2022-11-02,301205,41.91,42.69,42.87,41.77,17171,72645089.0,2.62,1.86,0.78,9.53
2022-11-03,301205,42.23,43.34,43.35,42.22,15260,65327441.0,2.65,1.52,0.65,8.47
2022-11-04,301205,43.03,43.6,44.06,42.78,20588,89577316.0,2.95,0.6,0.26,11.43
2022-11-07,301205,43.6,44.94,45.26,43.6,24319,108373549.0,3.81,3.07,1.34,13.5
2022-11-08,301205,44.8,44.68,44.86,44.05,14484,64297958.0,1.8,-0.58,-0.26,8.04
2022-11-09,301205,44.45,43.6,44.65,43.53,15539,68269632.0,2.51,-2.42,-1.08,8.62
